Text,link,AnalyzedTextWithoutHttp,hashtag,AnalyzedTextWithoutHttpHashtag,user_mentioned,AnalyzedTextWithoutHttpHashtagUserName,AnalyzedTextWithoutHttpHashtagUserNameNonAlpha,AnalyzedText,positive,negative,neutral,compound,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
"The Nike LunarGlide+ 4 Chicago edition for men. No one runs a marathon alone. Who's going to take on the windy city Sunday? #nike #running #marathon
",,The Nike LunarGlide+ 4 Chicago edition for men. No one runs a marathon alone. Who's going to take on the windy city Sunday? #nike #running #marathon,#nike #running #marathon,The Nike LunarGlide+ 4 Chicago edition for men. No one runs a marathon alone. Who's going to take on the windy city Sunday?,,The Nike LunarGlide+ 4 Chicago edition for men. No one runs a marathon alone. Who's going to take on the windy city Sunday?,The Nike Chicago edition for No one runs a marathon going to take on the windy city,Nike Chicago edition one runs marathon going take windy city,0.0,0.0,1.0,0.0,955,1,0.3765,"take, run, first, step, come, stop, start, push, next, year","['run', 'take', 'windy', 'city']"
"Up close and personal with #fastisfaster by @usnikefootball. #regram
",,Up close and personal with #fastisfaster by @usnikefootball. #regram,#fastisfaster #regram,Up close and personal with by @usnikefootball.,@usnikefootball.,Up close and personal with by,Up close and personal with by,close personal,0.0,0.0,1.0,0.0,956,2,0.3264,"get, time, know, play, see, day, big, share, future, street","['close', 'personal']"
"If you don’t explore your possibilities, you limit them. #justdoit
",,"If you don’t explore your possibilities, you limit them. #justdoit",#justdoit,"If you don’t explore your possibilities, you limit them.",,"If you don’t explore your possibilities, you limit them.",If you explore your you limit,explore limit,0.0,0.0,1.0,0.0,957,0,0.4831,"find, way, want, mean, team, game, dream, watch, break, think","['explore', 'limit']"
"The distance between good and great is up to you. #justdoit
",,The distance between good and great is up to you. #justdoit,#justdoit,The distance between good and great is up to you.,,The distance between good and great is up to you.,The distance between good and great is up to,distance good great,0.875,0.0,0.125,0.7906,958,4,0.4158,"good, feel, thing, look, athlete, new, nike, go, second, football","['distance', 'good', 'great']"
"Training never stops. My Time Is Now. #Ronaldo #makeitcount
",,Training never stops. My Time Is Now. #Ronaldo #makeitcount,#Ronaldo #makeitcount,Training never stops. My Time Is Now.,,Training never stops. My Time Is Now.,Training never My Time Is,Training never Time,0.0,0.0,1.0,0.0,959,1,0.2836,"take, run, first, step, come, stop, start, push, next, year","['training', 'never', 'time']"
"A new era of #9.
",,A new era of #9.,#9.,A new era of,,A new era of,A new era of,new era,0.0,0.0,1.0,0.0,960,4,0.4725,"good, feel, thing, look, athlete, new, nike, go, second, football","['new', 'era']"
"Experience brings expectation. Sharapova rises to the Aussie occasion in the women's Zoom Vapor 9 Tour.
",,Experience brings expectation. Sharapova rises to the Aussie occasion in the women's Zoom Vapor 9 Tour.,,Experience brings expectation. Sharapova rises to the Aussie occasion in the women's Zoom Vapor 9 Tour.,,Experience brings expectation. Sharapova rises to the Aussie occasion in the women's Zoom Vapor 9 Tour.,Experience brings Sharapova rises to the Aussie occasion in the Zoom Vapor,Experience brings Sharapova rises Aussie occasion Zoom Vapor,0.0,0.0,1.0,0.0,961,4,0.4971,"good, feel, thing, look, athlete, new, nike, go, second, football","['experience', 'bring', 'rise', 'occasion', 'zoom', 'vapor']"
"To give anything less than your best is to sacrifice the gift. -Steve Prefontaine. #nike #running #makeitcount #prelives
",,To give anything less than your best is to sacrifice the gift. -Steve Prefontaine. #nike #running #makeitcount #prelives,#nike #running #makeitcount #prelives,To give anything less than your best is to sacrifice the gift. -Steve Prefontaine.,,To give anything less than your best is to sacrifice the gift. -Steve Prefontaine.,To give anything less than your best is to sacrifice the,give anything less best sacrifice,0.494,0.0,0.506,0.6003,962,3,0.4931,"never, make, world, always, even, do, love, give, stay, well","['give', 'less', 'good', 'sacrifice']"
"Street sign high fives? #counts
",,Street sign high fives? #counts,#counts,Street sign high fives?,,Street sign high fives?,Street sign high,Street sign high,0.0,0.0,1.0,0.0,963,1,0.238,"take, run, first, step, come, stop, start, push, next, year",[]
"You don’t build a 39-year legacy by standing still. You do it by relentlessly chasing down change.
",,You don’t build a 39-year legacy by standing still. You do it by relentlessly chasing down change.,,You don’t build a 39-year legacy by standing still. You do it by relentlessly chasing down change.,,You don’t build a 39-year legacy by standing still. You do it by relentlessly chasing down change.,You build a legacy by standing You do it by relentlessly chasing down,build legacy standing relentlessly chasing,0.0,0.0,1.0,0.0,964,2,0.5617,"get, time, know, play, see, day, big, share, future, street","['build', 'legacy', 'stand', 'relentlessly', 'chase']"
"You deserve your best. #justdoit
",,You deserve your best. #justdoit,#justdoit,You deserve your best.,,You deserve your best.,You deserve your,deserve,0.0,0.0,1.0,0.0,965,0,0.3611,"find, way, want, mean, team, game, dream, watch, break, think",['deserve']
"From ""Hello, World"" to household name to Hall of Fame. Congratulations, @tigerwoods! 
",,"From ""Hello, World"" to household name to Hall of Fame. Congratulations, @tigerwoods!",,"From ""Hello, World"" to household name to Hall of Fame. Congratulations, @tigerwoods!",@tigerwoods!,"From ""Hello, World"" to household name to Hall of Fame. Congratulations,",From to household name to Hall of,household name Hall,0.0,0.0,1.0,0.0,966,3,0.4984,"never, make, world, always, even, do, love, give, stay, well","['household', 'hall']"
"In The Wild sighting: Fynn Koston rockin’ the Blazer GT for all his kickflipping needs. 
",,In The Wild sighting: Fynn Koston rockin’ the Blazer GT for all his kickflipping needs.,,In The Wild sighting: Fynn Koston rockin’ the Blazer GT for all his kickflipping needs.,,In The Wild sighting: Fynn Koston rockin’ the Blazer GT for all his kickflipping needs.,In The Wild Fynn Koston the Blazer GT for all his kickflipping,Wild Fynn Koston Blazer GT kickflipping,0.362,0.0,0.638,0.4278,967,2,0.3996,"get, time, know, play, see, day, big, share, future, street",['kickflipping']
"Never done shredding. 
",,Never done shredding.,,Never done shredding.,,Never done shredding.,Never done,Never done,0.0,0.0,1.0,0.0,968,3,0.5,"never, make, world, always, even, do, love, give, stay, well","['never', 'do']"
"Feels like a sweet ride. Looks like a running shoe. 🍭👟
",,Feels like a sweet ride. Looks like a running shoe. 🍭👟,,Feels like a sweet ride. Looks like a running shoe. 🍭👟,,Feels like a sweet ride. Looks like a running shoe. 🍭👟,Feels like a sweet Looks like a running,Feels like sweet Looks like running,0.727,0.0,0.273,0.7906,969,4,0.4959,"good, feel, thing, look, athlete, new, nike, go, second, football","['feel', 'sweet', 'look', 'run']"
"Over many miles, you tested this shoe and told us what you wanted: a shoe that feels as good as it looks and looks as good as it feels. Meet the InfinityRN 4 🔥.
",,"Over many miles, you tested this shoe and told us what you wanted: a shoe that feels as good as it looks and looks as good as it feels. Meet the InfinityRN 4 🔥.",,"Over many miles, you tested this shoe and told us what you wanted: a shoe that feels as good as it looks and looks as good as it feels. Meet the InfinityRN 4 🔥.",,"Over many miles, you tested this shoe and told us what you wanted: a shoe that feels as good as it looks and looks as good as it feels. Meet the InfinityRN 4 🔥.",Over many you tested this shoe and told us what you a shoe that feels as good as it looks and looks as good as it Meet the InfinityRN,many tested shoe told us shoe feels good looks looks good Meet InfinityRN,0.345,0.0,0.655,0.7003,970,4,0.7605,"good, feel, thing, look, athlete, new, nike, go, second, football","['many', 'test', 'shoe', 'tell', 'shoe', 'feel', 'good', 'look', 'look', 'good', 'meet', 'infinityrn']"
"Yesterday, 2:01:39 seemed crazy. Today, it’s the marathon world record. #justdoit
",,"Yesterday, 2:01:39 seemed crazy. Today, it’s the marathon world record. #justdoit",#justdoit,"Yesterday, 2:01:39 seemed crazy. Today, it’s the marathon world record.",,"Yesterday, 2:01:39 seemed crazy. Today, it’s the marathon world record.",seemed the marathon world,seemed marathon world,0.0,0.0,1.0,0.0,971,1,0.2837,"take, run, first, step, come, stop, start, push, next, year","['seem', 'marathon', 'world']"
"You can only change yourself if you challenge yourself. #justdoit
",,You can only change yourself if you challenge yourself. #justdoit,#justdoit,You can only change yourself if you challenge yourself.,,You can only change yourself if you challenge yourself.,You can only change yourself if you challenge,change challenge,0.565,0.0,0.435,0.0772,972,3,0.3094,"never, make, world, always, even, do, love, give, stay, well","['change', 'challenge']"
"You can quit. Or you can quit complaining.
",,You can quit. Or you can quit complaining.,,You can quit. Or you can quit complaining.,,You can quit. Or you can quit complaining.,You can Or you can quit,quit,0.0,0.0,1.0,0.0,973,3,0.3793,"never, make, world, always, even, do, love, give, stay, well",['quit']
"Reach your max. Then reach for more. #justdoit
",,Reach your max. Then reach for more. #justdoit,#justdoit,Reach your max. Then reach for more.,,Reach your max. Then reach for more.,Reach your Then reach for,Reach reach,1.0,0.0,0.0,0.0516,974,4,0.4956,"good, feel, thing, look, athlete, new, nike, go, second, football","['reach', 'reach']"
"Mindset is everything. When Olympic Shot Put Superstar @giveme1shot__ joined us on FM Broadcast, she dropped some gems on mindfulness and mental health. Check the link in our bio to watch the full episode.
",,"Mindset is everything. When Olympic Shot Put Superstar @giveme1shot__ joined us on FM Broadcast, she dropped some gems on mindfulness and mental health. Check the link in our bio to watch the full episode.",,"Mindset is everything. When Olympic Shot Put Superstar @giveme1shot__ joined us on FM Broadcast, she dropped some gems on mindfulness and mental health. Check the link in our bio to watch the full episode.",@giveme1shot__,"Mindset is everything. When Olympic Shot Put Superstar joined us on FM Broadcast, she dropped some gems on mindfulness and mental health. Check the link in our bio to watch the full episode.",Mindset is When Olympic Shot Put Superstar joined us on FM she dropped some gems on mindfulness and mental Check the link in our bio to watch the full,Mindset Olympic Shot Put Superstar joined us FM dropped gems mindfulness mental Check link bio watch full,0.0,0.0,1.0,0.0,975,2,0.505,"get, time, know, play, see, day, big, share, future, street","['put', 'superstar', 'join', 'drop', 'gem', 'mindfulness', 'mental', 'check', 'watch', 'full']"
"You can't stand out if you fit in. #justdoit
",,You can't stand out if you fit in. #justdoit,#justdoit,You can't stand out if you fit in.,,You can't stand out if you fit in.,You stand out if you fit,stand fit,0.714,0.0,0.286,0.3612,976,2,0.3261,"get, time, know, play, see, day, big, share, future, street","['stand', 'fit']"
"“What motivates me is looking back and remembering everything me and my family overcame to get where we are. I gave it all since I was seven years of age."" - @teeixeirale
",,"“What motivates me is looking back and remembering everything me and my family overcame to get where we are. I gave it all since I was seven years of age."" - @teeixeirale",,"“What motivates me is looking back and remembering everything me and my family overcame to get where we are. I gave it all since I was seven years of age."" - @teeixeirale",@teeixeirale,"“What motivates me is looking back and remembering everything me and my family overcame to get where we are. I gave it all since I was seven years of age."" -",motivates me is looking back and remembering everything me and my family overcame to get where we I gave it all since I was seven years of,motivates looking back remembering everything family overcame get gave since seven years,0.0,0.0,1.0,0.0,977,1,0.3325,"take, run, first, step, come, stop, start, push, next, year","['motivate', 'look', 'back', 'remember', 'family', 'give', 'year']"
"Arms up, elbows in. #gumball3000 @nigelsylvester
",,"Arms up, elbows in. #gumball3000 @nigelsylvester",#gumball3000,"Arms up, elbows in. @nigelsylvester",@nigelsylvester,"Arms up, elbows in.",Arms elbows,Arms elbows,0.0,0.0,1.0,0.0,978,2,0.5154,"get, time, know, play, see, day, big, share, future, street","['arm', 'elbow']"
"Berlin helps the world reach for the NikeFuel record in the Friedrichshain district. The Club der Töchter made every move count on 8.12. #nikeplus
",,Berlin helps the world reach for the NikeFuel record in the Friedrichshain district. The Club der Töchter made every move count on 8.12. #nikeplus,#nikeplus,Berlin helps the world reach for the NikeFuel record in the Friedrichshain district. The Club der Töchter made every move count on 8.12.,,Berlin helps the world reach for the NikeFuel record in the Friedrichshain district. The Club der Töchter made every move count on 8.12.,Berlin helps the world reach for the NikeFuel record in the Friedrichshain The Club der Töchter made every move count on,Berlin helps world reach NikeFuel record Friedrichshain Club der Töchter made every move count,0.236,0.0,0.764,0.4019,979,3,0.4625,"never, make, world, always, even, do, love, give, stay, well","['help', 'world', 'reach', 'record', 'friedrichshain', 'club', 'der', 'tochter', 'make', 'move', 'count']"
"A história não se escreve sozinha.
",,A história não se escreve sozinha.,,A história não se escreve sozinha.,,A história não se escreve sozinha.,A história não se escreve,história não se escreve,0.0,0.0,1.0,0.0,980,1,0.4144,"take, run, first, step, come, stop, start, push, next, year",['escreve']
"Bo Knows Nike Chicago. He opened the store 20 years ago. To get back in, you need to go through him. Lucky for you, he's sharing some of his favorite spots. #NikeChicago
",,"Bo Knows Nike Chicago. He opened the store 20 years ago. To get back in, you need to go through him. Lucky for you, he's sharing some of his favorite spots. #NikeChicago",#NikeChicago,"Bo Knows Nike Chicago. He opened the store 20 years ago. To get back in, you need to go through him. Lucky for you, he's sharing some of his favorite spots.",,"Bo Knows Nike Chicago. He opened the store 20 years ago. To get back in, you need to go through him. Lucky for you, he's sharing some of his favorite spots.",Bo Knows Nike He opened the store years To get back you need to go through Lucky for sharing some of his favorite,Bo Knows Nike opened store years get back need go Lucky sharing favorite,0.462,0.0,0.538,0.8225,981,2,0.441,"get, time, know, play, see, day, big, share, future, street","['know', 'open', 'store', 'year', 'get', 'back', 'need', 'go', 'lucky', 'sharing', 'favorite']"
"“I feel a sense of responsibility towards upgrading the Korean B-Girl scene to an internationally acclaimed level.” @yell_yeri_kim, gives us the real in the latest episode of “What Are You Working On?”
",,"“I feel a sense of responsibility towards upgrading the Korean B-Girl scene to an internationally acclaimed level.” @yell_yeri_kim, gives us the real in the latest episode of “What Are You Working On?”",,"“I feel a sense of responsibility towards upgrading the Korean B-Girl scene to an internationally acclaimed level.” @yell_yeri_kim, gives us the real in the latest episode of “What Are You Working On?”","@yell_yeri_kim,",“I feel a sense of responsibility towards upgrading the Korean B-Girl scene to an internationally acclaimed level.” gives us the real in the latest episode of “What Are You Working On?”,feel a sense of responsibility towards upgrading the Korean scene to an internationally acclaimed gives us the real in the latest episode of Are You Working,feel sense responsibility towards upgrading Korean scene internationally acclaimed gives us real latest episode Working,0.0,0.0,1.0,0.0,982,1,0.5139,"take, run, first, step, come, stop, start, push, next, year","['feel', 'sense', 'responsibility', 'upgrade', 'korean', 'scene', 'internationally', 'acclaim', 'give', 'real', 'late', 'episode', 'work']"
"Make every step better than your last. The Nike Hyperdunk+ measures every move, so you can improve. #gameonworld #nikeplus
",,"Make every step better than your last. The Nike Hyperdunk+ measures every move, so you can improve. #gameonworld #nikeplus",#gameonworld #nikeplus,"Make every step better than your last. The Nike Hyperdunk+ measures every move, so you can improve.",,"Make every step better than your last. The Nike Hyperdunk+ measures every move, so you can improve.",Make every step better than your The Nike measures every so you can,Make every step better Nike measures every,0.326,0.0,0.674,0.4404,983,3,0.3616,"never, make, world, always, even, do, love, give, stay, well","['make', 'step', 'well', 'measure']"
"Races start long before they're ran. #lunarglide
",,Races start long before they're ran. #lunarglide,#lunarglide,Races start long before they're ran.,,Races start long before they're ran.,Races start long before,Races start long,0.0,0.0,1.0,0.0,984,1,0.6037,"take, run, first, step, come, stop, start, push, next, year","['race', 'start', 'long']"
"Run Dem Crew founder @daddydark rally's the troops @1948London. Whether you are fast or slow, there's always a group to get down with. 150 strong and growing. Blanketing the streets of the UK. #running
",,"Run Dem Crew founder @daddydark rally's the troops @1948London. Whether you are fast or slow, there's always a group to get down with. 150 strong and growing. Blanketing the streets of the UK. #running",#running,"Run Dem Crew founder @daddydark rally's the troops @1948London. Whether you are fast or slow, there's always a group to get down with. 150 strong and growing. Blanketing the streets of the UK.",@daddydark @1948London.,"Run Dem Crew founder rally's the troops Whether you are fast or slow, there's always a group to get down with. 150 strong and growing. Blanketing the streets of the UK.",Run Dem Crew founder the troops Whether you are fast or always a group to get down strong and Blanketing the streets of the,Run Dem Crew founder troops Whether fast always group get strong Blanketing streets,0.216,0.0,0.784,0.5106,985,2,0.6311,"get, time, know, play, see, day, big, share, future, street","['run', 'dem', 'crew', 'founder', 'troop', 'fast', 'always', 'group', 'get', 'strong', 'blanket', 'street']"
"The Nike LunarGlide+ 4 Chicago edition for women. Show your city pride on Sunday. #nike #running #marathon
",,The Nike LunarGlide+ 4 Chicago edition for women. Show your city pride on Sunday. #nike #running #marathon,#nike #running #marathon,The Nike LunarGlide+ 4 Chicago edition for women. Show your city pride on Sunday.,,The Nike LunarGlide+ 4 Chicago edition for women. Show your city pride on Sunday.,The Nike Chicago edition for Show your city pride on,Nike Chicago edition Show city pride,0.324,0.0,0.676,0.34,986,1,0.4168,"take, run, first, step, come, stop, start, push, next, year",['pride']
"Again. And again. And again. And again. And again. And again. And again. And again. And again. And again.
",,Again. And again. And again. And again. And again. And again. And again. And again. And again. And again.,,Again. And again. And again. And again. And again. And again. And again. And again. And again. And again.,,Again. And again. And again. And again. And again. And again. And again. And again. And again. And again.,And And And And And And And And And,,0.0,0.0,0.0,0.0,987,1,0.238,"take, run, first, step, come, stop, start, push, next, year",[]
"More snow. More style. Time to hit the mountain with @nikesnowboarding. #getlacedup
",,More snow. More style. Time to hit the mountain with @nikesnowboarding. #getlacedup,#getlacedup,More snow. More style. Time to hit the mountain with @nikesnowboarding.,@nikesnowboarding.,More snow. More style. Time to hit the mountain with,More More Time to hit the mountain with,Time hit mountain,0.0,0.0,1.0,0.0,988,3,0.3895,"never, make, world, always, even, do, love, give, stay, well","['time', 'hit', 'mountain']"
"Every step is a reason to take another. #justdoit
",,Every step is a reason to take another. #justdoit,#justdoit,Every step is a reason to take another.,,Every step is a reason to take another.,Every step is a reason to take,Every step reason take,0.0,0.0,1.0,0.0,989,1,0.6037,"take, run, first, step, come, stop, start, push, next, year","['step', 'reason', 'take']"
"Tennis trailblazer @emmaraducanu smashed expectations when she grabbed her first major title at 18. But Emma knows there are no guarantees in sport, and there’s no such thing as perfection—no matter how hard you practice. 
",,"Tennis trailblazer @emmaraducanu smashed expectations when she grabbed her first major title at 18. But Emma knows there are no guarantees in sport, and there’s no such thing as perfection—no matter how hard you practice.",,"Tennis trailblazer @emmaraducanu smashed expectations when she grabbed her first major title at 18. But Emma knows there are no guarantees in sport, and there’s no such thing as perfection—no matter how hard you practice.",@emmaraducanu,"Tennis trailblazer smashed expectations when she grabbed her first major title at 18. But Emma knows there are no guarantees in sport, and there’s no such thing as perfection—no matter how hard you practice.",Tennis trailblazer smashed expectations when she grabbed her first major title at But Emma knows there are no guarantees in and no such thing as matter how hard you,Tennis trailblazer smashed expectations grabbed first major title Emma knows guarantees thing matter hard,0.076,0.097,0.828,-0.0772,990,4,0.6153,"good, feel, thing, look, athlete, new, nike, go, second, football","['tennis', 'trailblazer', 'smash', 'expectation', 'grab', 'first', 'major', 'title', 'emma', 'know', 'guarantee', 'thing', 'matter', 'hard']"
"We brought Larry Fitzgerald to the Brandenburg Gate in Berlin. Well, his Nike+ Training pack anyway. 325 more NikeFuel. Now it's time for some hoops. Can you #keepup? #nikeplus #gameonworld
",,"We brought Larry Fitzgerald to the Brandenburg Gate in Berlin. Well, his Nike+ Training pack anyway. 325 more NikeFuel. Now it's time for some hoops. Can you #keepup? #nikeplus #gameonworld",#keepup? #nikeplus #gameonworld,"We brought Larry Fitzgerald to the Brandenburg Gate in Berlin. Well, his Nike+ Training pack anyway. 325 more NikeFuel. Now it's time for some hoops. Can you",,"We brought Larry Fitzgerald to the Brandenburg Gate in Berlin. Well, his Nike+ Training pack anyway. 325 more NikeFuel. Now it's time for some hoops. Can you",We brought Larry Fitzgerald to the Brandenburg Gate in his Training pack more Now time for some Can you,brought Larry Fitzgerald Brandenburg Gate Training pack time,0.0,0.0,1.0,0.0,991,2,0.3739,"get, time, know, play, see, day, big, share, future, street","['bring', 'training', 'pack', 'time']"
"🤙 “YEAH BOY!!” 🤙
",,🤙 “YEAH BOY!!” 🤙,,🤙 “YEAH BOY!!” 🤙,,🤙 “YEAH BOY!!” 🤙,,,0.0,0.0,0.0,0.0,992,1,0.238,"take, run, first, step, come, stop, start, push, next, year",[]
"Statify your hoop game. The Nike Hyperdunk+ measures your vert, quickness, and hustle, and syncs with an iPhone in real time. Available now at nike.com. #gameonworld #nikeplus
",,"Statify your hoop game. The Nike Hyperdunk+ measures your vert, quickness, and hustle, and syncs with an iPhone in real time. Available now at nike.com. #gameonworld #nikeplus",#gameonworld #nikeplus,"Statify your hoop game. The Nike Hyperdunk+ measures your vert, quickness, and hustle, and syncs with an iPhone in real time. Available now at nike.com.",,"Statify your hoop game. The Nike Hyperdunk+ measures your vert, quickness, and hustle, and syncs with an iPhone in real time. Available now at nike.com.",Statify your hoop The Nike measures your and and syncs with an iPhone in real Available now at,Statify hoop Nike measures syncs iPhone real Available,0.0,0.0,1.0,0.0,993,1,0.5997,"take, run, first, step, come, stop, start, push, next, year","['statify', 'hoop', 'nike', 'measure', 'sync', 'iphone', 'real', 'available']"
"Passing the game on to a new generation, one play at a time. 🏀
",,"Passing the game on to a new generation, one play at a time. 🏀",,"Passing the game on to a new generation, one play at a time. 🏀",,"Passing the game on to a new generation, one play at a time. 🏀",Passing the game on to a new one play at a,Passing game new one play,0.375,0.0,0.625,0.34,994,0,0.4378,"find, way, want, mean, team, game, dream, watch, break, think","['pass', 'game', 'new', 'play']"
"Nou Era. New Breed.
",,Nou Era. New Breed.,,Nou Era. New Breed.,,Nou Era. New Breed.,Nou New,Nou New,0.0,0.0,1.0,0.0,995,3,0.3793,"never, make, world, always, even, do, love, give, stay, well",['nou']
"20 years into an iconic career like no other, @kingjames remains grounded to the community that shaped him.
",,"20 years into an iconic career like no other, @kingjames remains grounded to the community that shaped him.",,"20 years into an iconic career like no other, @kingjames remains grounded to the community that shaped him.",@kingjames,"20 years into an iconic career like no other, remains grounded to the community that shaped him.",years into an iconic career like no remains grounded to the community that shaped,years iconic career like remains grounded community shaped,0.263,0.0,0.737,0.3612,996,3,0.3912,"never, make, world, always, even, do, love, give, stay, well","['year', 'iconic', 'career', 'ground', 'community', 'shape']"
"The legacy continues.
",,The legacy continues.,,The legacy continues.,,The legacy continues.,The legacy,legacy,0.0,0.0,1.0,0.0,997,3,0.3823,"never, make, world, always, even, do, love, give, stay, well",['legacy']
"You don't need a crowd. You just need a court. #justdoit
",,You don't need a crowd. You just need a court. #justdoit,#justdoit,You don't need a crowd. You just need a court.,,You don't need a crowd. You just need a court.,You need a You just need a,need need,0.0,0.0,1.0,0.0,998,1,0.5282,"take, run, first, step, come, stop, start, push, next, year","['need', 'need']"
"The ultimate touch to master your game. Tiempo Legend IV. #Pique
",,The ultimate touch to master your game. Tiempo Legend IV. #Pique,#Pique,The ultimate touch to master your game. Tiempo Legend IV.,,The ultimate touch to master your game. Tiempo Legend IV.,The ultimate touch to master your Tiempo Legend,ultimate touch master Tiempo Legend,0.0,0.0,1.0,0.0,999,1,0.4434,"take, run, first, step, come, stop, start, push, next, year","['ultimate', 'touch', 'master']"
"When you're on the Monsters of the Midway's turf, you have to train hard like the Bears. The field was frigid but these ladies brought the heat with a football-inspired #NTC workout. #nike #nikechicago
",,"When you're on the Monsters of the Midway's turf, you have to train hard like the Bears. The field was frigid but these ladies brought the heat with a football-inspired #NTC workout. #nike #nikechicago",#NTC #nike #nikechicago,"When you're on the Monsters of the Midway's turf, you have to train hard like the Bears. The field was frigid but these ladies brought the heat with a football-inspired workout.",,"When you're on the Monsters of the Midway's turf, you have to train hard like the Bears. The field was frigid but these ladies brought the heat with a football-inspired workout.",When on the Monsters of the you have to train hard like the The field was frigid but these ladies brought the heat with a,Monsters train hard like field frigid ladies brought heat,0.229,0.128,0.642,0.2732,1000,4,0.488,"good, feel, thing, look, athlete, new, nike, go, second, football","['monster', 'train', 'hard', 'field', 'frigid', 'lady', 'bring', 'heat']"
"""Players are role models for a lot of people. You know, once you get on a football field, to see all of the different backgrounds on each team, it's quite a remarkable thing. I do think that sport, football, plays a big role."" - @sterling7
",,"""Players are role models for a lot of people. You know, once you get on a football field, to see all of the different backgrounds on each team, it's quite a remarkable thing. I do think that sport, football, plays a big role."" - @sterling7",,"""Players are role models for a lot of people. You know, once you get on a football field, to see all of the different backgrounds on each team, it's quite a remarkable thing. I do think that sport, football, plays a big role."" - @sterling7",@sterling7,"""Players are role models for a lot of people. You know, once you get on a football field, to see all of the different backgrounds on each team, it's quite a remarkable thing. I do think that sport, football, plays a big role."" -",are role models for a lot of You once you get on a football to see all of the different backgrounds on each quite a remarkable I do think that plays a big,role models lot get football see different backgrounds quite remarkable think plays big,0.359,0.0,0.641,0.7316,1001,2,0.3834,"get, time, know, play, see, day, big, share, future, street","['role', 'model', 'lot', 'get', 'football', 'see', 'different', 'background', 'quite', 'remarkable', 'think', 'play', 'big']"
"“It’s just so rich to have all of these identities. I can be Black. I can be Muslim. I can be African. I can be like all of these things. I can be French, I can be Malian.” - @leshijabeuses 
",,"“It’s just so rich to have all of these identities. I can be Black. I can be Muslim. I can be African. I can be like all of these things. I can be French, I can be Malian.” - @leshijabeuses",,"“It’s just so rich to have all of these identities. I can be Black. I can be Muslim. I can be African. I can be like all of these things. I can be French, I can be Malian.” - @leshijabeuses",@leshijabeuses,"“It’s just so rich to have all of these identities. I can be Black. I can be Muslim. I can be African. I can be like all of these things. I can be French, I can be Malian.” -",just so rich to have all of these I can be I can be I can be I can be like all of these I can be I can be,rich like,1.0,0.0,0.0,0.7269,1002,0,0.3586,"find, way, want, mean, team, game, dream, watch, break, think",['rich']
"Unwrap a world of competition with the Nike+ FuelBand. #nike #nikefuel
",,Unwrap a world of competition with the Nike+ FuelBand. #nike #nikefuel,#nike #nikefuel,Unwrap a world of competition with the Nike+ FuelBand.,,Unwrap a world of competition with the Nike+ FuelBand.,Unwrap a world of competition with the,Unwrap world competition,0.0,0.0,1.0,0.0,1003,3,0.5796,"never, make, world, always, even, do, love, give, stay, well","['unwrap', 'world', 'competition']"
"Earn every expectation. #justdoit
",,Earn every expectation. #justdoit,#justdoit,Earn every expectation.,,Earn every expectation.,Earn every,Earn every,0.0,0.0,1.0,0.0,1004,3,0.3823,"never, make, world, always, even, do, love, give, stay, well",['earn']
"Show us your shoes.
",,Show us your shoes.,,Show us your shoes.,,Show us your shoes.,Show us your,Show us,0.0,0.0,1.0,0.0,1005,3,0.3823,"never, make, world, always, even, do, love, give, stay, well",['show']
"Complaining about Mondays was so last year. #justdoit
",,Complaining about Mondays was so last year. #justdoit,#justdoit,Complaining about Mondays was so last year.,,Complaining about Mondays was so last year.,Complaining about Mondays was so last,Complaining Mondays last,0.0,0.474,0.526,-0.2023,1006,2,0.5932,"get, time, know, play, see, day, big, share, future, street","['complain', 'monday', 'last']"
"Playground pull-ups. #counts
",,Playground pull-ups. #counts,#counts,Playground pull-ups.,,Playground pull-ups.,Playground,Playground,0.0,0.0,1.0,0.0,1007,3,0.382,"never, make, world, always, even, do, love, give, stay, well",['playground']
"The Nike Air Alpha Force Low X @billieeilish. Versatile for every version of you. Shop now on SNKRS.
",,The Nike Air Alpha Force Low X @billieeilish. Versatile for every version of you. Shop now on SNKRS.,,The Nike Air Alpha Force Low X @billieeilish. Versatile for every version of you. Shop now on SNKRS.,@billieeilish.,The Nike Air Alpha Force Low X Versatile for every version of you. Shop now on SNKRS.,The Nike Air Alpha Force Low X Versatile for every version of Shop now on,Nike Air Alpha Force Low X Versatile every version Shop,0.0,0.208,0.792,-0.2732,1008,0,0.4273,"find, way, want, mean, team, game, dream, watch, break, think","['force', 'low', 'versatile', 'version', 'shop']"
"“To dream big requires courage.” - @iremyamany
",,“To dream big requires courage.” - @iremyamany,,“To dream big requires courage.” - @iremyamany,@iremyamany,“To dream big requires courage.” -,dream big requires,dream big requires,0.5,0.0,0.5,0.25,1009,2,0.4336,"get, time, know, play, see, day, big, share, future, street","['dream', 'big', 'require']"
"Your life’s work in as little time as possible. #justdoit
",,Your life’s work in as little time as possible. #justdoit,#justdoit,Your life’s work in as little time as possible.,,Your life’s work in as little time as possible.,Your work in as little time as,work little time,0.0,0.0,1.0,0.0,1010,2,0.4339,"get, time, know, play, see, day, big, share, future, street","['work', 'little', 'time']"
